user_id,note_id,timestamp,is_same_college,is_same_branch,is_same_semester,semester_distance,is_enrolled_subject,user_semester,user_account_age_days,user_total_views,user_total_downloads,user_total_likes,user_total_bookmarks,user_total_chats,user_has_bio,note_page_count,note_file_size_kb,note_age_days,note_tag_count,note_is_processed,note_views_hist,note_downloads_hist,note_likes_hist,note_bookmarks_hist,note_download_view_ratio,user_subject_interaction_count,user_note_prior_views,user_uploader_affinity,semantic_affinity_score,target,interaction_source
synthetic_user_0013,85526add-cd5a-4107-a07e-62ff3f493082,2025-08-29T04:00:13,1,1,1,0,1,3,0.08,0,0,0,0,0,0,0,0.41,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,download
synthetic_user_0030,dcf38bea-591e-47ae-aaaf-e01b841cc3b3,2025-08-29T22:30:41,0,0,0,2,0,1,0.08,0,0,0,0,0,0,1,0.69,0.0,0,1,0,0,0,0,0.0,0,0,0,0.0,1,download
synthetic_user_0017,dcd20897-e14a-43fc-b2ba-66bb4a569874,2025-08-30T07:02:12,1,1,1,0,1,3,0.08,0,0,0,0,0,1,1,0.69,0.0,0,1,0,0,0,0,0.0,0,0,0,0.0,1,download
synthetic_user_0031,dcf38bea-591e-47ae-aaaf-e01b841cc3b3,2025-08-30T09:36:56,1,1,1,0,1,3,0.08,0,0,0,0,0,0,1,0.69,0.0,0,1,0,0,0,0,0.0,0,0,0,0.0,1,download
synthetic_user_0032,fbb68aab-9b3b-4e24-9109-ea047f927347,2025-09-01T18:45:38,1,1,1,0,1,3,0.08,0,0,0,0,0,0,3,1.03,0.0,0,1,0,0,0,0,0.0,0,0,0,0.0,1,download
synthetic_user_0011,a18002e2-24a3-4da4-b558-ea8cadcb047e,2025-09-03T04:12:33,1,1,1,0,1,3,0.08,0,0,0,0,0,1,0,0.58,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,download
synthetic_user_0024,fbb68aab-9b3b-4e24-9109-ea047f927347,2025-09-03T04:21:33,1,1,1,0,1,3,0.08,0,0,0,0,0,0,3,1.03,0.0,0,1,0,0,0,0,0.0,0,0,0,0.0,1,download
synthetic_user_0023,40a8032b-e43c-43dc-ba5f-d650f1c0a979,2025-09-03T06:44:26,1,1,1,0,1,3,0.08,0,0,0,0,0,1,1,0.41,0.0,0,1,0,0,0,0,0.0,0,0,0,0.0,1,download
synthetic_user_0014,bd6bddb1-3e29-4767-a194-6196e46f7456,2025-09-04T14:34:59,1,1,1,0,1,3,0.08,0,0,0,0,0,1,1,0.41,0.0,0,1,0,0,0,0,0.0,0,0,0,0.0,1,download
synthetic_user_0022,c5310615-4076-41e9-9064-736593600471,2025-09-06T04:43:08,1,1,1,0,1,3,0.08,0,0,0,0,0,1,0,1.03,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,download
synthetic_user_0028,fbb68aab-9b3b-4e24-9109-ea047f927347,2025-09-06T08:15:03,1,1,1,0,1,3,0.08,0,0,0,0,0,0,3,1.03,0.0,0,1,0,0,0,0,0.0,0,0,0,0.0,1,download
synthetic_user_0018,830353af-6497-4bc7-bab8-08114b64b682,2025-09-10T11:32:14,1,1,1,0,1,3,0.08,0,0,0,0,0,0,0,1.05,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,download
synthetic_user_0020,33f6e3a9-237d-433e-b4b6-238e44c80117,2025-09-12T13:08:05,1,1,1,0,1,3,0.08,0,0,0,0,0,1,1,0.58,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,download
synthetic_user_0033,c5310615-4076-41e9-9064-736593600471,2025-09-12T13:30:16,1,1,1,0,1,3,0.08,0,0,0,0,0,0,0,1.03,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,download
synthetic_user_0190,09593622-ad83-4d14-8236-17bea51dbb13,2025-10-03T20:39:03,1,1,1,0,1,3,35.1,1,0,0,0,0,0,1,0.69,0.0,0,1,1,0,0,0,0.0,1,1,0,0.0,1,download
synthetic_user_0190,09593622-ad83-4d14-8236-17bea51dbb13,2025-10-03T20:42:21,1,1,1,0,1,3,35.1,1,1,0,0,0,0,1,0.69,0.0,0,1,1,1,0,0,1.0,2,1,1,0.0,1,bookmark
synthetic_user_0124,e72c3d3b-cf36-4cc4-9a40-d8cc5d28df84,2025-10-03T23:26:28,1,1,1,0,1,3,43.27,1,0,0,0,0,0,1,0.41,0.0,0,1,1,0,0,0,0.0,1,1,0,0.0,1,download
synthetic_user_0124,e72c3d3b-cf36-4cc4-9a40-d8cc5d28df84,2025-10-03T23:32:57,1,1,1,0,1,3,43.28,1,1,0,0,0,0,1,0.41,0.0,0,1,1,1,0,0,1.0,2,1,1,0.0,1,like
synthetic_user_0124,e72c3d3b-cf36-4cc4-9a40-d8cc5d28df84,2025-10-03T23:38:55,1,1,1,0,1,3,43.28,1,1,1,0,0,0,1,0.41,0.0,0,1,1,1,1,0,1.0,3,1,1,0.0,1,bookmark
synthetic_user_0036,85526add-cd5a-4107-a07e-62ff3f493082,2025-10-04T05:28:44,1,1,1,0,1,3,41.68,1,0,0,0,0,0,0,0.41,0.0,0,0,1,0,0,0,0.0,1,1,0,0.0,1,download
synthetic_user_0045,40a8032b-e43c-43dc-ba5f-d650f1c0a979,2025-10-04T23:19:55,1,1,1,0,1,3,22.05,1,0,0,0,0,1,1,0.41,0.0,0,1,1,0,0,0,0.0,1,1,0,0.0,1,download
synthetic_user_0040,fbb68aab-9b3b-4e24-9109-ea047f927347,2025-10-05T00:06:13,1,1,1,0,1,3,49.62,1,0,0,0,0,1,3,1.03,0.0,0,1,1,0,0,0,0.0,1,1,0,0.0,1,download
synthetic_user_0040,fbb68aab-9b3b-4e24-9109-ea047f927347,2025-10-05T00:13:09,1,1,1,0,1,3,49.63,1,1,0,0,0,1,3,1.03,0.0,0,1,1,1,0,0,1.0,2,1,1,0.0,1,like
synthetic_user_0037,e72c3d3b-cf36-4cc4-9a40-d8cc5d28df84,2025-10-05T00:41:46,1,1,1,0,1,3,42.23,1,0,0,0,0,0,1,0.41,0.0,0,1,2,1,1,1,0.5,1,1,0,0.0,1,download
synthetic_user_0037,e72c3d3b-cf36-4cc4-9a40-d8cc5d28df84,2025-10-05T00:50:22,1,1,1,0,1,3,42.23,1,1,0,0,0,0,1,0.41,0.0,0,1,2,2,1,1,1.0,2,1,1,0.0,1,bookmark
synthetic_user_0024,fbb68aab-9b3b-4e24-9109-ea047f927347,2025-10-05T06:35:08,1,1,1,0,1,3,32.18,1,0,0,0,0,0,3,1.03,0.0,0,1,2,1,1,0,0.5,1,1,0,0.0,1,chat
synthetic_user_0170,59bf0b38-d7b5-4024-a66e-a03f1b47095d,2025-10-05T06:42:50,1,1,1,0,1,3,41.01,1,0,0,0,0,0,3,1.03,0.0,0,1,1,0,0,0,0.0,1,1,0,0.0,1,download
synthetic_user_0081,8706bbb8-8343-4edc-9af4-244b9cad76aa,2025-10-05T08:09:11,1,1,0,1,0,3,35.01,1,0,0,0,0,1,0,0.47,0.0,0,0,3,0,0,0,0.0,1,1,0,0.0,1,download
synthetic_user_0081,8706bbb8-8343-4edc-9af4-244b9cad76aa,2025-10-05T08:20:01,1,1,0,1,0,3,35.02,1,1,0,0,0,1,0,0.47,0.0,0,0,3,1,0,0,0.3333,2,1,1,0.0,1,chat
synthetic_user_0196,8706bbb8-8343-4edc-9af4-244b9cad76aa,2025-10-05T21:21:24,1,1,0,1,0,3,43.5,1,0,0,0,0,0,0,0.47,0.0,0,0,4,1,0,0,0.25,1,1,0,0.0,1,download
synthetic_user_0057,98a77293-8faf-4d27-8248-6eb91f481d8f,2025-10-06T07:33:12,1,1,1,0,1,3,28.46,1,0,0,0,0,0,0,0.58,0.0,0,0,1,0,0,0,0.0,1,1,0,0.0,1,repeat_view
synthetic_user_0057,98a77293-8faf-4d27-8248-6eb91f481d8f,2025-10-06T07:38:22,1,1,1,0,1,3,28.47,2,0,0,0,0,0,0,0.58,0.0,0,0,2,0,0,0,0.0,2,2,0,0.0,1,download
synthetic_user_0067,c5310615-4076-41e9-9064-736593600471,2025-10-06T18:44:54,1,1,1,0,1,3,35.69,1,0,0,0,0,0,0,1.03,0.0,0,0,1,0,0,0,0.0,1,1,0,0.0,1,repeat_view
synthetic_user_0118,f6081dfd-75ec-4719-a05b-6ec1f95df15f,2025-10-06T21:01:25,1,1,1,0,1,3,35.14,1,0,0,0,0,0,1,1.05,0.0,0,1,1,0,0,0,0.0,1,1,0,0.0,1,chat
synthetic_user_0118,f6081dfd-75ec-4719-a05b-6ec1f95df15f,2025-10-06T21:04:41,1,1,1,0,1,3,35.14,1,0,0,0,1,0,1,1.05,0.0,0,1,1,0,0,0,0.0,2,1,1,0.0,1,download
synthetic_user_0118,f6081dfd-75ec-4719-a05b-6ec1f95df15f,2025-10-06T21:13:42,1,1,1,0,1,3,35.14,1,1,0,0,1,0,1,1.05,0.0,0,1,1,1,0,0,1.0,3,1,1,0.0,1,bookmark
synthetic_user_0029,59bf0b38-d7b5-4024-a66e-a03f1b47095d,2025-10-06T21:23:22,1,1,1,0,1,3,46.04,1,0,0,0,0,1,3,1.03,0.0,0,1,2,1,0,0,0.5,1,1,0,0.0,1,download
synthetic_user_0029,59bf0b38-d7b5-4024-a66e-a03f1b47095d,2025-10-06T21:33:42,1,1,1,0,1,3,46.05,1,1,0,0,0,1,3,1.03,0.0,0,1,2,2,0,0,1.0,2,1,1,0.0,1,like
synthetic_user_0161,a8231f34-c157-4fcd-b08a-5a3420cc0cee,2025-10-07T19:02:45,1,1,1,0,1,3,50.37,1,0,0,0,0,0,1,0.69,0.0,0,1,1,0,0,0,0.0,1,1,0,0.0,1,download
synthetic_user_0171,40a8032b-e43c-43dc-ba5f-d650f1c0a979,2025-10-07T22:05:13,1,1,1,0,1,3,38.73,1,0,0,0,0,0,1,0.41,0.0,0,1,2,1,0,0,0.5,1,1,0,0.0,1,chat
synthetic_user_0103,09593622-ad83-4d14-8236-17bea51dbb13,2025-10-07T23:31:30,1,1,1,0,1,3,24.13,1,0,0,0,0,0,1,0.69,0.0,0,1,2,1,0,1,0.5,1,1,0,0.0,1,download
synthetic_user_0103,09593622-ad83-4d14-8236-17bea51dbb13,2025-10-07T23:41:41,1,1,1,0,1,3,24.14,1,1,0,0,0,0,1,0.69,0.0,0,1,2,2,0,1,1.0,2,1,1,0.0,1,repeat_view
synthetic_user_0103,09593622-ad83-4d14-8236-17bea51dbb13,2025-10-07T23:49:17,1,1,1,0,1,3,24.14,2,1,0,0,0,0,1,0.69,0.0,0,1,3,2,0,1,0.6667,3,2,1,0.0,1,download
synthetic_user_0103,09593622-ad83-4d14-8236-17bea51dbb13,2025-10-07T23:54:40,1,1,1,0,1,3,24.15,2,2,0,0,0,0,1,0.69,0.0,0,1,3,3,0,1,1.0,4,2,1,0.0,1,like
synthetic_user_0103,09593622-ad83-4d14-8236-17bea51dbb13,2025-10-07T23:57:03,1,1,1,0,1,3,24.15,2,2,1,0,0,0,1,0.69,0.0,0,1,3,3,1,1,1.0,5,2,1,0.0,1,chat
synthetic_user_0103,09593622-ad83-4d14-8236-17bea51dbb13,2025-10-07T23:59:02,1,1,1,0,1,3,24.15,2,2,1,0,1,0,1,0.69,0.0,0,1,3,3,1,1,1.0,6,2,1,0.0,1,bookmark
synthetic_user_0049,2c1e63cb-30f5-4e05-92af-ea93368ef4ab,2025-10-08T04:31:15,1,1,1,0,1,3,24.31,1,0,0,0,0,0,1,0.41,0.0,0,1,2,0,0,0,0.0,1,1,0,0.0,1,download
synthetic_user_0049,2c1e63cb-30f5-4e05-92af-ea93368ef4ab,2025-10-08T04:36:13,1,1,1,0,1,3,24.31,1,1,0,0,0,0,1,0.41,0.0,0,1,2,1,0,0,0.5,2,1,1,0.0,1,bookmark
synthetic_user_0170,59bf0b38-d7b5-4024-a66e-a03f1b47095d,2025-10-08T18:39:45,1,1,1,0,1,3,44.51,1,1,0,0,0,0,3,1.03,0.0,0,1,2,2,1,0,1.0,2,1,1,0.0,1,repeat_view
synthetic_user_0180,e72c3d3b-cf36-4cc4-9a40-d8cc5d28df84,2025-10-08T19:01:29,1,1,1,0,1,3,31.81,1,0,0,0,0,0,1,0.41,0.0,0,1,4,2,1,2,0.5,1,1,0,0.0,1,download
synthetic_user_0180,e72c3d3b-cf36-4cc4-9a40-d8cc5d28df84,2025-10-08T19:07:28,1,1,1,0,1,3,31.82,1,1,0,0,0,0,1,0.41,0.0,0,1,4,3,1,2,0.75,2,1,1,0.0,1,like
synthetic_user_0011,a18002e2-24a3-4da4-b558-ea8cadcb047e,2025-10-09T03:28:25,1,1,1,0,1,3,36.05,1,0,0,0,0,1,0,0.58,0.0,0,0,2,0,0,0,0.0,1,1,0,0.0,1,download
synthetic_user_0182,c5310615-4076-41e9-9064-736593600471,2025-10-09T04:04:36,1,1,1,0,1,3,26.97,1,0,0,0,0,1,0,1.03,0.0,0,0,3,0,0,0,0.0,1,1,0,0.0,1,download
synthetic_user_0100,830353af-6497-4bc7-bab8-08114b64b682,2025-10-09T06:23:12,1,1,1,0,1,3,36.56,1,0,0,0,0,0,0,1.05,0.0,0,0,2,0,0,0,0.0,1,1,0,0.0,1,download
synthetic_user_0177,ea97dfce-6731-4b1d-9b03-485d04de4867,2025-10-09T22:50:15,1,1,1,0,1,3,27.91,1,0,0,0,0,1,3,1.03,0.0,0,1,3,0,0,0,0.0,1,1,0,0.0,1,repeat_view
synthetic_user_0031,dcf38bea-591e-47ae-aaaf-e01b841cc3b3,2025-10-10T18:53:51,1,1,1,0,1,3,41.47,1,0,0,0,0,0,1,0.69,0.0,0,1,1,0,0,0,0.0,1,1,0,0.0,1,chat
synthetic_user_0172,98a77293-8faf-4d27-8248-6eb91f481d8f,2025-10-10T23:30:41,1,1,1,0,1,3,43.91,2,0,0,0,0,0,0,0.58,0.0,0,0,3,1,0,0,0.3333,2,1,0,0.0,1,download
synthetic_user_0172,98a77293-8faf-4d27-8248-6eb91f481d8f,2025-10-10T23:36:07,1,1,1,0,1,3,43.92,2,1,0,0,0,0,0,0.58,0.0,0,0,3,2,0,0,0.6667,3,1,1,0.0,1,bookmark
synthetic_user_0172,98a77293-8faf-4d27-8248-6eb91f481d8f,2025-10-10T23:47:00,1,1,1,0,1,3,43.93,2,1,0,1,0,0,0,0.58,0.0,0,0,3,2,0,1,0.6667,4,1,1,0.0,1,chat
synthetic_user_0155,8706bbb8-8343-4edc-9af4-244b9cad76aa,2025-10-11T01:46:07,1,1,0,1,0,3,35.09,1,0,0,0,0,0,0,0.47,0.0,0,0,7,2,0,0,0.2857,1,1,0,0.0,1,download
synthetic_user_0155,8706bbb8-8343-4edc-9af4-244b9cad76aa,2025-10-11T01:49:29,1,1,0,1,0,3,35.09,1,1,0,0,0,0,0,0.47,0.0,0,0,7,3,0,0,0.4286,2,1,1,0.0,1,like
synthetic_user_0064,8706bbb8-8343-4edc-9af4-244b9cad76aa,2025-10-11T07:56:22,1,1,1,0,1,4,35.69,1,0,0,0,0,0,0,0.47,0.0,0,0,8,3,1,0,0.375,1,1,0,0.0,1,chat
synthetic_user_0057,98a77293-8faf-4d27-8248-6eb91f481d8f,2025-10-11T18:45:37,1,1,1,0,1,3,33.93,3,1,0,0,0,0,0,0.58,0.0,0,0,4,2,0,1,0.5,4,3,1,0.0,1,download
synthetic_user_0057,98a77293-8faf-4d27-8248-6eb91f481d8f,2025-10-11T18:58:18,1,1,1,0,1,3,33.94,3,2,0,0,0,0,0,0.58,0.0,0,0,4,3,0,1,0.75,5,3,1,0.0,1,bookmark
synthetic_user_0079,bd6bddb1-3e29-4767-a194-6196e46f7456,2025-10-12T07:06:04,1,1,1,0,1,3,29.68,1,0,0,0,0,0,1,0.41,0.0,0,1,1,0,0,0,0.0,1,1,0,0.0,1,chat
synthetic_user_0121,087164bc-8a57-44b1-bd06-0644f475917b,2025-10-15T02:06:14,1,1,1,0,1,3,44.19,1,0,0,0,0,0,0,0.58,0.0,0,0,1,0,0,0,0.0,1,1,0,0.0,1,chat
synthetic_user_0031,8706bbb8-8343-4edc-9af4-244b9cad76aa,2025-10-15T07:43:47,1,1,0,1,0,3,46.0,2,0,0,0,1,0,0,0.47,0.0,0,0,14,3,1,0,0.2143,1,1,1,0.0,1,download
synthetic_user_0031,8706bbb8-8343-4edc-9af4-244b9cad76aa,2025-10-15T07:48:26,1,1,0,1,0,3,46.01,2,1,0,0,1,0,0,0.47,0.0,0,0,14,4,1,0,0.2857,2,1,2,0.0,1,like
synthetic_user_0078,2c1e63cb-30f5-4e05-92af-ea93368ef4ab,2025-10-15T09:09:29,1,1,1,0,1,3,34.24,2,0,0,0,0,0,1,0.41,0.0,0,1,3,1,0,1,0.3333,2,1,0,0.0,1,download
synthetic_user_0115,2c1e63cb-30f5-4e05-92af-ea93368ef4ab,2025-10-15T20:09:43,1,1,1,0,1,3,55.73,1,0,0,0,0,1,1,0.41,0.0,0,1,4,2,0,1,0.5,1,1,0,0.0,1,chat
synthetic_user_0132,85526add-cd5a-4107-a07e-62ff3f493082,2025-10-16T19:56:07,1,1,1,0,1,3,41.37,1,0,0,0,0,1,0,0.41,0.0,0,0,2,1,0,0,0.5,1,1,0,0.0,1,download
synthetic_user_0051,e72c3d3b-cf36-4cc4-9a40-d8cc5d28df84,2025-10-17T06:23:36,1,1,1,0,1,3,35.18,1,0,0,0,0,1,1,0.41,0.0,0,1,5,3,2,2,0.6,1,1,0,0.0,1,download
synthetic_user_0173,8b44ea69-a5bb-4779-8c63-bf20e4da58c7,2025-10-17T18:49:08,1,1,1,0,1,3,55.54,1,0,0,0,0,1,1,0.69,0.0,0,1,1,0,0,0,0.0,1,1,0,0.0,1,download
synthetic_user_0173,8b44ea69-a5bb-4779-8c63-bf20e4da58c7,2025-10-17T18:50:28,1,1,1,0,1,3,55.54,1,1,0,0,0,1,1,0.69,0.0,0,1,1,1,0,0,1.0,2,1,1,0.0,1,chat
synthetic_user_0173,8b44ea69-a5bb-4779-8c63-bf20e4da58c7,2025-10-17T18:58:04,1,1,1,0,1,3,55.55,1,1,0,0,1,1,1,0.69,0.0,0,1,1,1,0,0,1.0,3,1,1,0.0,1,bookmark
synthetic_user_0031,8706bbb8-8343-4edc-9af4-244b9cad76aa,2025-10-17T19:45:09,1,1,0,1,0,3,48.51,2,1,1,0,1,0,0,0.47,0.0,0,0,14,4,2,0,0.2857,3,1,2,0.0,1,repeat_view
synthetic_user_0031,8706bbb8-8343-4edc-9af4-244b9cad76aa,2025-10-17T19:53:38,1,1,0,1,0,3,48.51,3,1,1,0,1,0,0,0.47,0.0,0,0,15,4,2,0,0.2667,4,2,2,0.0,1,download
synthetic_user_0107,087164bc-8a57-44b1-bd06-0644f475917b,2025-10-17T20:05:17,1,1,1,0,1,3,41.9,1,0,0,0,0,1,0,0.58,0.0,0,0,2,0,0,0,0.0,1,1,0,0.0,1,download
synthetic_user_0107,087164bc-8a57-44b1-bd06-0644f475917b,2025-10-17T20:10:54,1,1,1,0,1,3,41.9,1,1,0,0,0,1,0,0.58,0.0,0,0,2,1,0,0,0.5,2,1,1,0.0,1,like
synthetic_user_0107,087164bc-8a57-44b1-bd06-0644f475917b,2025-10-17T20:20:05,1,1,1,0,1,3,41.91,1,1,1,0,0,1,0,0.58,0.0,0,0,2,1,1,0,0.5,3,1,1,0.0,1,chat
synthetic_user_0132,85526add-cd5a-4107-a07e-62ff3f493082,2025-10-18T02:03:18,1,1,1,0,1,3,42.63,1,1,0,0,0,1,0,0.41,0.0,0,0,2,2,0,0,1.0,2,1,1,0.0,1,repeat_view
synthetic_user_0132,85526add-cd5a-4107-a07e-62ff3f493082,2025-10-18T02:12:37,1,1,1,0,1,3,42.64,2,1,0,0,0,1,0,0.41,0.0,0,0,3,2,0,0,0.6667,3,2,1,0.0,1,chat
synthetic_user_0132,85526add-cd5a-4107-a07e-62ff3f493082,2025-10-18T02:13:04,1,1,1,0,1,3,42.64,2,1,0,0,1,1,0,0.41,0.0,0,0,3,2,0,0,0.6667,4,2,1,0.0,1,download
synthetic_user_0132,85526add-cd5a-4107-a07e-62ff3f493082,2025-10-18T02:16:55,1,1,1,0,1,3,42.64,2,2,0,0,1,1,0,0.41,0.0,0,0,3,3,0,0,1.0,5,2,1,0.0,1,bookmark
synthetic_user_0049,2c1e63cb-30f5-4e05-92af-ea93368ef4ab,2025-10-18T20:05:57,1,1,1,0,1,3,34.96,1,1,0,1,0,0,1,0.41,0.0,0,1,4,2,0,1,0.5,3,1,1,0.0,1,repeat_view
synthetic_user_0049,2c1e63cb-30f5-4e05-92af-ea93368ef4ab,2025-10-18T20:17:36,1,1,1,0,1,3,34.97,2,1,0,1,0,0,1,0.41,0.0,0,1,5,2,0,1,0.4,4,2,1,0.0,1,download
synthetic_user_0049,2c1e63cb-30f5-4e05-92af-ea93368ef4ab,2025-10-18T20:23:07,1,1,1,0,1,3,34.97,2,2,0,1,0,0,1,0.41,0.0,0,1,5,3,0,1,0.6,5,2,1,0.0,1,like
synthetic_user_0120,8706bbb8-8343-4edc-9af4-244b9cad76aa,2025-10-19T01:14:17,1,1,0,1,0,3,57.21,1,0,0,0,0,0,0,0.47,0.0,0,0,17,5,2,0,0.2941,1,1,0,0.0,1,download
synthetic_user_0103,09593622-ad83-4d14-8236-17bea51dbb13,2025-10-19T06:34:38,1,1,1,0,1,3,35.43,3,2,1,1,1,0,1,0.69,0.0,0,1,4,3,1,2,0.75,8,3,1,0.0,1,chat
synthetic_user_0081,8706bbb8-8343-4edc-9af4-244b9cad76aa,2025-10-19T23:55:06,1,1,0,1,0,3,49.67,1,1,0,0,1,1,0,0.47,0.0,0,0,17,6,2,0,0.3529,3,1,1,0.0,1,repeat_view
synthetic_user_0081,8706bbb8-8343-4edc-9af4-244b9cad76aa,2025-10-20T00:21:28,1,1,0,1,0,3,49.69,2,1,0,0,1,1,0,0.47,0.0,0,0,18,6,2,0,0.3333,4,2,1,0.0,1,chat
synthetic_user_0065,98a77293-8faf-4d27-8248-6eb91f481d8f,2025-10-20T02:16:14,1,1,1,0,1,3,39.72,1,0,0,0,0,1,0,0.58,0.0,0,0,5,3,0,2,0.6,1,1,0,0.0,1,download
synthetic_user_0012,c5310615-4076-41e9-9064-736593600471,2025-10-20T03:28:07,1,1,1,0,1,3,59.63,1,0,0,0,0,1,0,1.03,0.0,0,0,5,1,0,0,0.2,1,1,0,0.0,1,download
synthetic_user_0012,c5310615-4076-41e9-9064-736593600471,2025-10-20T03:32:25,1,1,1,0,1,3,59.63,1,1,0,0,0,1,0,1.03,0.0,0,0,6,2,0,0,0.3333,2,1,1,0.0,1,chat
synthetic_user_0012,c5310615-4076-41e9-9064-736593600471,2025-10-20T03:33:10,1,1,1,0,1,3,59.63,1,1,0,0,1,1,0,1.03,0.0,0,0,6,2,0,0,0.3333,3,1,1,0.0,1,bookmark
synthetic_user_0105,c5310615-4076-41e9-9064-736593600471,2025-10-20T03:36:45,1,1,1,0,1,3,62.32,1,0,0,0,0,0,0,1.03,0.0,0,0,6,2,0,1,0.3333,1,1,0,0.0,1,chat
synthetic_user_0140,a18002e2-24a3-4da4-b558-ea8cadcb047e,2025-10-21T00:01:32,1,1,1,0,1,3,59.19,1,0,0,0,0,0,0,0.58,0.0,0,0,3,1,0,0,0.3333,1,1,0,0.0,1,chat
synthetic_user_0140,a18002e2-24a3-4da4-b558-ea8cadcb047e,2025-10-21T00:02:42,1,1,1,0,1,3,59.19,1,0,0,0,1,0,0,0.58,0.0,0,0,3,1,0,0,0.3333,2,1,1,0.0,1,download
synthetic_user_0140,a18002e2-24a3-4da4-b558-ea8cadcb047e,2025-10-21T00:04:20,1,1,1,0,1,3,59.19,1,1,0,0,1,0,0,0.58,0.0,0,0,3,2,0,0,0.6667,3,1,1,0.0,1,bookmark
synthetic_user_0171,40a8032b-e43c-43dc-ba5f-d650f1c0a979,2025-10-21T00:56:20,1,1,1,0,1,3,51.85,1,0,0,0,1,0,1,0.41,0.0,0,1,2,1,0,0,0.5,2,1,1,0.0,1,repeat_view
synthetic_user_0171,40a8032b-e43c-43dc-ba5f-d650f1c0a979,2025-10-21T00:58:54,1,1,1,0,1,3,51.85,2,0,0,0,1,0,1,0.41,0.0,0,1,3,1,0,0,0.3333,3,2,1,0.0,1,download
synthetic_user_0171,40a8032b-e43c-43dc-ba5f-d650f1c0a979,2025-10-21T01:07:21,1,1,1,0,1,3,51.85,2,1,0,0,1,0,1,0.41,0.0,0,1,3,2,0,0,0.6667,4,2,1,0.0,1,chat
synthetic_user_0171,40a8032b-e43c-43dc-ba5f-d650f1c0a979,2025-10-21T01:08:42,1,1,1,0,1,3,51.86,2,1,0,0,2,0,1,0.41,0.0,0,1,3,2,0,0,0.6667,5,2,1,0.0,1,like
